,,country_code,country,sector,urbanity,all,lowest,low,middle,higher
country,660,MDV,Maldives,Financialservices,rural,0.2,0.01,0.41,0.0,
country,661,MDV,Maldives,Othergoodsandservices,rural,259.13,101.47,277.98,1651.37,
country,662,MDV,Maldives,Appliances.,rural,80.79,49.62,98.52,205.48,
country,663,MLI,Mali,Alsectors,rural,427.28,411.84,1607.4,,
country,664,MLI,Mali,Foodandbeverages,rural,259.75,254.93,627.76,,
country,665,MLI,Mali,Clothingandfootwear,rural,25.97,24.86,110.79,,
country,666,MLI,Mali,Housing,rural,16.83,15.24,138.85,,
country,667,MLI,Mali,Energy,rural,22.18,21.67,61.02,,
country,668,MLI,Mali,Transport,rural,47.26,45.31,196.04,,
country,669,MLI,Mali,Water,rural,0.51,0.36,12.16,,
country,670,MLI,Mali,Educationsector,rural,1.25,1.19,5.79,,
country,671,MLI,Mali,Health,rural,8.88,8.45,41.45,,
country,672,MLI,Mali,ICT,rural,10.55,8.58,161.58,,
country,673,MLI,Mali,Financialservices,rural,0.15,0.08,5.14,,
country,674,MLI,Mali,Othergoodsandservices,rural,30.03,27.46,226.06,,
country,675,MLI,Mali,Appliances.,rural,3.92,3.7,20.77,,
country,676,MRT,Mauritania,Alsectors,rural,1051.86,714.11,1760.93,4513.57,11297.71
country,677,MRT,Mauritania,Foodandbeverages,rural,712.65,513.22,1163.35,2071.71,2761.66
country,678,MRT,Mauritania,Clothingandfootwear,rural,95.91,72.71,146.47,296.31,355.29
country,679,MRT,Mauritania,Housing,rural,71.0,47.23,114.69,449.97,1357.95
country,680,MRT,Mauritania,Energy,rural,10.25,5.37,21.17,45.17,134.75
country,681,MRT,Mauritania,Transport,rural,34.74,15.1,69.05,344.23,4911.67
country,682,MRT,Mauritania,Water,rural,9.86,3.88,21.96,82.45,143.64
country,683,MRT,Mauritania,Educationsector,rural,4.67,3.48,7.33,13.54,0.0
country,684,MRT,Mauritania,Health,rural,53.09,21.91,105.5,678.23,440.33
country,685,MRT,Mauritania,ICT,rural,5.84,2.07,12.12,81.88,147.16
country,686,MRT,Mauritania,Financialservices,rural,0.0,0.0,0.0,0.0,0.0
country,687,MRT,Mauritania,Othergoodsandservices,rural,52.13,28.3,95.91,436.1,1043.75
country,688,MRT,Mauritania,Appliances.,rural,1.69,0.83,3.38,13.98,1.5
country,689,MUS,Mauritius,Alsectors,rural,1941.18,829.36,2065.42,4843.96,14210.91
country,690,MUS,Mauritius,Foodandbeverages,rural,932.83,503.83,1021.42,1929.68,3864.18
country,691,MUS,Mauritius,Clothingandfootwear,rural,103.13,27.8,114.33,302.87,528.17
country,692,MUS,Mauritius,Housing,rural,168.37,73.1,177.6,426.42,1158.81
country,693,MUS,Mauritius,Energy,rural,34.24,16.12,35.35,85.06,257.48
country,694,MUS,Mauritius,Transport,rural,170.81,42.71,159.67,498.64,4776.59
country,695,MUS,Mauritius,Water,rural,8.32,3.92,8.59,20.67,62.56
country,696,MUS,Mauritius,Educationsector,rural,31.42,7.19,25.92,125.78,509.82
country,697,MUS,Mauritius,Health,rural,21.26,1.34,20.77,93.44,66.38
country,698,MUS,Mauritius,ICT,rural,114.64,43.34,119.46,321.84,757.47
country,699,MUS,Mauritius,Financialservices,rural,32.9,10.14,33.94,97.63,331.67
country,700,MUS,Mauritius,Othergoodsandservices,rural,291.03,89.94,315.12,846.27,1572.8
country,701,MUS,Mauritius,Appliances.,rural,32.23,9.94,33.25,95.66,324.99
country,702,MEX,Mexico,Alsectors,rural,1404.16,717.18,1902.58,4740.28,13614.03
country,703,MEX,Mexico,Foodandbeverages,rural,398.86,244.93,560.34,928.45,1259.34
country,704,MEX,Mexico,Clothingandfootwear,rural,101.0,55.18,138.89,303.78,733.06
country,705,MEX,Mexico,Housing,rural,319.13,185.84,425.57,914.0,2434.26
country,706,MEX,Mexico,Energy,rural,76.78,42.86,109.35,202.32,431.86
country,707,MEX,Mexico,Transport,rural,151.24,40.35,192.14,772.13,4662.36
country,708,MEX,Mexico,Water,rural,9.78,5.48,13.49,30.13,40.69
country,709,MEX,Mexico,Educationsector,rural,86.24,37.87,124.85,357.08,218.54
country,710,MEX,Mexico,Health,rural,40.39,14.57,49.63,236.12,522.59
country,711,MEX,Mexico,ICT,rural,49.06,15.37,68.99,241.92,708.13
country,712,MEX,Mexico,Financialservices,rural,1.55,0.0,0.9,12.02,150.87
country,713,MEX,Mexico,Othergoodsandservices,rural,74.84,16.89,88.9,503.52,1871.75
country,714,MEX,Mexico,Appliances.,rural,95.3,57.84,129.55,238.82,580.58
country,715,MDA,Moldova,Alsectors,rural,2169.23,731.28,2052.92,5060.83,12410.93
country,716,MDA,Moldova,Foodandbeverages,rural,792.26,383.9,891.33,1385.87,2029.82
country,717,MDA,Moldova,Clothingandfootwear,rural,301.25,73.7,292.66,753.47,1671.35
country,718,MDA,Moldova,Housing,rural,180.87,11.18,73.58,602.37,3462.35
country,719,MDA,Moldova,Energy,rural,21.5,12.68,24.06,36.08,15.88
country,720,MDA,Moldova,Transport,rural,185.71,32.87,155.91,559.79,1091.73
country,721,MDA,Moldova,Water,rural,0.0,0.0,0.0,0.0,0.0
country,722,MDA,Moldova,Educationsector,rural,13.03,1.98,3.99,40.35,293.0
country,723,MDA,Moldova,Health,rural,281.33,69.22,256.27,769.8,1361.1
country,724,MDA,Moldova,ICT,rural,14.96,0.43,3.16,34.75,557.53
country,725,MDA,Moldova,Financialservices,rural,3.09,0.21,2.52,11.16,9.32
country,726,MDA,Moldova,Othergoodsandservices,rural,287.46,104.04,256.56,700.56,1614.88
country,727,MDA,Moldova,Appliances.,rural,87.75,41.07,92.87,166.64,303.96
country,728,MNG,Mongolia,Alsectors,rural,1092.97,744.01,1747.86,4969.28,12708.21
country,729,MNG,Mongolia,Foodandbeverages,rural,573.93,465.97,841.74,970.84,1118.17
country,730,MNG,Mongolia,Clothingandfootwear,rural,148.41,113.98,226.69,387.85,393.62
country,731,MNG,Mongolia,Housing,rural,15.61,4.91,34.25,173.62,219.0
country,732,MNG,Mongolia,Energy,rural,24.57,17.25,40.92,79.23,87.27
country,733,MNG,Mongolia,Transport,rural,170.87,42.35,311.6,2736.72,10170.62
country,734,MNG,Mongolia,Water,rural,3.0,1.83,5.68,10.56,11.81
country,735,MNG,Mongolia,Educationsector,rural,16.76,9.87,34.2,40.75,3.48
country,736,MNG,Mongolia,Health,rural,13.63,8.62,25.67,35.83,64.94
country,737,MNG,Mongolia,ICT,rural,26.93,12.43,55.9,180.8,276.98
country,738,MNG,Mongolia,Financialservices,rural,4.38,3.31,6.6,14.39,21.99
country,739,MNG,Mongolia,Othergoodsandservices,rural,70.73,45.59,126.34,271.68,250.78
country,740,MNG,Mongolia,Appliances.,rural,24.15,17.9,38.27,67.03,89.55
country,741,MNE,Montenegro,Alsectors,rural,4129.76,1130.82,2587.72,5230.77,11631.4
country,742,MNE,Montenegro,Foodandbeverages,rural,1664.39,613.49,1205.93,2081.67,2560.83
country,743,MNE,Montenegro,Clothingandfootwear,rural,229.3,86.83,147.65,297.85,432.44
country,744,MNE,Montenegro,Housing,rural,612.17,106.04,329.93,755.24,2925.99
country,745,MNE,Montenegro,Energy,rural,491.13,148.42,326.81,628.44,979.31
country,746,MNE,Montenegro,Transport,rural,363.91,21.86,177.9,442.22,2170.57
country,747,MNE,Montenegro,Water,rural,11.56,0.0,2.68,18.64,35.16
country,748,MNE,Montenegro,Educationsector,rural,37.22,9.92,1.42,72.19,0.0
country,749,MNE,Montenegro,Health,rural,112.18,17.94,38.59,166.34,383.25
country,750,MNE,Montenegro,ICT,rural,176.24,36.74,97.72,224.93,667.55
country,751,MNE,Montenegro,Financialservices,rural,2.19,0.0,0.0,3.65,12.12
country,752,MNE,Montenegro,Othergoodsandservices,rural,369.49,67.74,212.93,469.61,1325.98
country,753,MNE,Montenegro,Appliances.,rural,59.97,21.84,46.16,70.0,138.2
country,754,MAR,Morocco,Alsectors,rural,1428.35,854.83,1811.17,4441.73,11764.19
country,755,MAR,Morocco,Foodandbeverages,rural,764.95,487.11,970.33,2000.25,2513.61
country,756,MAR,Morocco,Clothingandfootwear,rural,64.76,31.98,87.4,228.64,523.88
country,757,MAR,Morocco,Housing,rural,203.74,126.16,254.76,633.67,1028.27
country,758,MAR,Morocco,Energy,rural,103.56,75.46,124.2,230.44,278.28
country,759,MAR,Morocco,Transport,rural,71.14,29.43,85.17,418.73,4477.38
country,760,MAR,Morocco,Water,rural,6.14,3.59,7.34,25.76,109.37
country,761,MAR,Morocco,Educationsector,rural,11.39,9.73,12.51,20.64,9.64
country,762,MAR,Morocco,Health,rural,60.87,25.06,83.89,266.57,452.95
country,763,MAR,Morocco,ICT,rural,18.45,6.14,24.34,112.44,466.44
country,764,MAR,Morocco,Financialservices,rural,6.8,1.16,8.07,67.98,347.23
country,765,MAR,Morocco,Othergoodsandservices,rural,105.18,52.56,138.59,397.58,1500.34
country,766,MAR,Morocco,Appliances.,rural,11.37,6.47,14.57,39.03,56.8
country,767,MOZ,Mozambique,Alsectors,rural,453.19,395.34,1583.9,4830.44,45754.89
country,768,MOZ,Mozambique,Foodandbeverages,rural,285.64,272.85,817.49,869.55,649.2
country,769,MOZ,Mozambique,Clothingandfootwear,rural,29.53,25.43,187.88,434.51,178.12
country,770,MOZ,Mozambique,Housing,rural,30.09,27.82,106.98,456.6,121.77
country,771,MOZ,Mozambique,Energy,rural,35.52,34.42,82.45,91.14,16.94
country,772,MOZ,Mozambique,Transport,rural,17.78,11.26,157.34,1465.09,2868.46
country,773,MOZ,Mozambique,Water,rural,0.38,0.34,2.0,8.5,0.18
country,774,MOZ,Mozambique,Educationsector,rural,0.34,0.33,0.59,0.91,3.3
country,775,MOZ,Mozambique,Health,rural,1.9,1.7,2.06,6.88,313.52
country,776,MOZ,Mozambique,ICT,rural,6.06,3.57,56.77,599.37,1100.6
country,777,MOZ,Mozambique,Financialservices,rural,22.82,0.0,0.0,2.1,38488.77
country,778,MOZ,Mozambique,Othergoodsandservices,rural,19.94,14.82,155.28,847.42,1895.94
country,779,MOZ,Mozambique,Appliances.,rural,3.19,2.8,15.04,48.38,118.11
country,780,NAM,Namibia,Alsectors,rural,858.58,501.07,1819.16,4910.99,18785.71
country,781,NAM,Namibia,Foodandbeverages,rural,334.42,263.02,666.32,1057.67,1687.15
country,782,NAM,Namibia,Clothingandfootwear,rural,45.76,30.45,106.56,259.02,331.47
country,783,NAM,Namibia,Housing,rural,132.52,86.88,277.98,639.64,2045.67
country,784,NAM,Namibia,Energy,rural,27.42,18.6,57.08,125.49,368.52
country,785,NAM,Namibia,Transport,rural,96.2,19.76,216.67,1125.38,4917.75
country,786,NAM,Namibia,Water,rural,13.44,9.12,27.97,61.5,180.61
country,787,NAM,Namibia,Educationsector,rural,17.76,6.99,40.65,129.02,702.25
country,788,NAM,Namibia,Health,rural,10.19,4.42,20.43,90.06,346.42
country,789,NAM,Namibia,ICT,rural,26.85,11.6,66.47,202.78,804.89
country,790,NAM,Namibia,Financialservices,rural,30.25,7.59,68.45,264.32,1648.22
country,791,NAM,Namibia,Othergoodsandservices,rural,105.59,38.08,229.43,797.24,4761.99
country,792,NAM,Namibia,Appliances.,rural,18.19,4.56,41.14,158.89,990.76
country,793,NPL,Nepal,Alsectors,rural,856.36,673.45,1672.26,4535.66,19756.68
country,794,NPL,Nepal,Foodandbeverages,rural,472.17,410.45,783.46,1024.46,1153.58
country,795,NPL,Nepal,Clothingandfootwear,rural,50.95,43.56,87.08,147.67,164.29
country,796,NPL,Nepal,Housing,rural,15.29,8.78,45.0,157.05,177.24
country,797,NPL,Nepal,Energy,rural,40.56,34.52,71.29,86.28,97.96
country,798,NPL,Nepal,Transport,rural,58.63,19.15,156.89,2292.4,17359.58
country,799,NPL,Nepal,Water,rural,4.61,4.14,7.11,2.69,65.17
country,800,NPL,Nepal,Educationsector,rural,17.98,11.57,50.05,86.65,34.59
country,801,NPL,Nepal,Health,rural,83.56,61.27,198.68,219.95,100.99
country,802,NPL,Nepal,ICT,rural,41.68,26.98,113.3,243.67,241.45
country,803,NPL,Nepal,Financialservices,rural,4.2,2.01,14.2,52.06,54.31
country,804,NPL,Nepal,Othergoodsandservices,rural,58.66,44.25,130.56,204.64,291.34
country,805,NPL,Nepal,Appliances.,rural,8.07,6.78,14.62,18.16,16.16
country,806,NIC,Nicaragua,Alsectors,rural,302.97,289.66,1407.19,4001.08,
country,807,NIC,Nicaragua,Foodandbeverages,rural,178.98,175.25,515.1,718.11,
country,808,NIC,Nicaragua,Clothingandfootwear,rural,11.02,10.38,66.45,145.45,
country,809,NIC,Nicaragua,Housing,rural,8.83,7.62,109.88,330.75,
country,810,NIC,Nicaragua,Energy,rural,8.53,8.19,37.56,87.47,
country,811,NIC,Nicaragua,Transport,rural,28.19,24.82,279.81,1493.68,
country,812,NIC,Nicaragua,Water,rural,1.5,1.39,4.32,158.8,
country,813,NIC,Nicaragua,Educationsector,rural,5.18,4.92,26.16,87.43,
country,814,NIC,Nicaragua,Health,rural,23.16,22.4,98.4,9.19,
country,815,NIC,Nicaragua,ICT,rural,6.55,5.72,72.89,289.51,
country,816,NIC,Nicaragua,Financialservices,rural,0.06,0.03,2.8,9.91,
country,817,NIC,Nicaragua,Othergoodsandservices,rural,19.26,17.7,139.92,618.41,
country,818,NIC,Nicaragua,Appliances.,rural,11.7,11.25,53.91,52.37,
country,819,NER,Niger,Alsectors,rural,459.28,436.05,1539.47,4903.16,
country,820,NER,Niger,Foodandbeverages,rural,286.03,274.75,736.59,4731.85,
country,821,NER,Niger,Clothingandfootwear,rural,43.15,41.13,149.27,43.02,
country,822,NER,Niger,Housing,rural,31.64,30.0,117.68,30.27,
country,823,NER,Niger,Energy,rural,9.04,8.56,33.69,19.12,
country,824,NER,Niger,Transport,rural,20.8,17.7,184.52,0.0,
country,825,NER,Niger,Water,rural,4.1,2.94,65.39,0.0,
country,826,NER,Niger,Educationsector,rural,0.46,0.46,0.8,0.0,
country,827,NER,Niger,Health,rural,9.41,9.03,29.93,2.12,
country,828,NER,Niger,ICT,rural,5.65,4.85,48.18,2.16,
country,829,NER,Niger,Financialservices,rural,0.06,0.05,0.08,0.0,
country,830,NER,Niger,Othergoodsandservices,rural,42.47,40.37,152.75,57.61,
country,831,NER,Niger,Appliances.,rural,6.48,6.2,20.59,16.99,
country,832,NGA,Nigeria,Alsectors,rural,493.26,420.24,1661.53,4114.26,
country,833,NGA,Nigeria,Foodandbeverages,rural,297.17,264.72,823.73,1401.91,
country,834,NGA,Nigeria,Clothingandfootwear,rural,16.24,13.92,53.47,118.69,
country,835,NGA,Nigeria,Housing,rural,54.73,48.85,149.07,332.28,
country,836,NGA,Nigeria,Energy,rural,4.6,4.05,13.28,37.45,
country,837,NGA,Nigeria,Transport,rural,25.01,19.56,111.17,362.58,
country,838,NGA,Nigeria,Water,rural,1.04,0.88,3.59,6.22,
country,839,NGA,Nigeria,Educationsector,rural,5.62,5.05,15.07,5.51,
country,840,NGA,Nigeria,Health,rural,70.78,48.02,428.18,1675.06,
country,841,NGA,Nigeria,ICT,rural,3.9,3.16,15.71,37.12,
country,842,NGA,Nigeria,Financialservices,rural,0.38,0.3,1.59,1.96,
country,843,NGA,Nigeria,Othergoodsandservices,rural,13.66,11.62,46.01,134.47,
country,844,NGA,Nigeria,Appliances.,rural,0.15,0.12,0.65,1.02,
country,845,PAK,Pakistan,Alsectors,rural,874.68,737.49,1588.29,4467.97,
country,846,PAK,Pakistan,Foodandbeverages,rural,488.46,428.42,808.3,1243.0,
country,847,PAK,Pakistan,Clothingandfootwear,rural,51.21,43.84,89.79,213.99,
country,848,PAK,Pakistan,Housing,rural,78.67,62.43,162.65,555.37,
country,849,PAK,Pakistan,Energy,rural,71.76,61.48,125.64,295.47,
country,850,PAK,Pakistan,Transport,rural,57.7,38.61,151.33,1174.42,
country,851,PAK,Pakistan,Water,rural,0.05,0.04,0.11,0.65,
country,852,PAK,Pakistan,Educationsector,rural,9.27,6.33,25.18,15.15,
country,853,PAK,Pakistan,Health,rural,23.22,20.59,37.08,69.52,
country,854,PAK,Pakistan,ICT,rural,12.24,9.22,28.2,69.69,
country,855,PAK,Pakistan,Financialservices,rural,0.55,0.31,1.83,3.2,
country,856,PAK,Pakistan,Othergoodsandservices,rural,66.78,53.84,131.21,719.54,
country,857,PAK,Pakistan,Appliances.,rural,14.77,12.37,26.97,107.98,
country,858,PNG,Papua New Guinea,Alsectors,rural,2821.33,657.49,2237.16,5123.73,11523.96
country,859,PNG,Papua New Guinea,Foodandbeverages,rural,2019.17,403.36,1578.2,3716.97,9049.4
country,860,PNG,Papua New Guinea,Clothingandfootwear,rural,51.37,19.4,45.5,84.88,104.34
country,861,PNG,Papua New Guinea,Housing,rural,201.66,88.86,177.09,322.38,461.78
country,862,PNG,Papua New Guinea,Energy,rural,0.0,0.0,0.0,0.0,0.0
country,863,PNG,Papua New Guinea,Transport,rural,50.18,16.18,39.13,91.82,146.44
country,864,PNG,Papua New Guinea,Water,rural,0.0,0.0,0.0,0.0,0.0
country,865,PNG,Papua New Guinea,Educationsector,rural,43.7,23.37,41.82,60.69,97.75
country,866,PNG,Papua New Guinea,Health,rural,111.83,18.52,68.87,233.82,626.44
country,867,PNG,Papua New Guinea,ICT,rural,15.22,4.24,12.04,27.61,53.4
country,868,PNG,Papua New Guinea,Financialservices,rural,1.72,0.0,0.69,4.43,10.06
country,869,PNG,Papua New Guinea,Othergoodsandservices,rural,312.85,78.0,260.92,560.38,946.45
country,870,PNG,Papua New Guinea,Appliances.,rural,13.64,5.56,12.91,20.75,27.91
country,871,PRY,Paraguay,Alsectors,rural,1568.09,717.6,1961.51,4702.88,12378.42
country,872,PRY,Paraguay,Foodandbeverages,rural,750.18,384.22,960.37,1950.08,2877.14
country,873,PRY,Paraguay,Clothingandfootwear,rural,59.99,31.4,71.79,172.81,373.9
country,874,PRY,Paraguay,Housing,rural,262.97,140.68,341.11,621.18,1321.81
country,875,PRY,Paraguay,Energy,rural,57.94,15.72,83.94,184.27,532.12
country,876,PRY,Paraguay,Transport,rural,128.52,26.37,151.74,576.09,3890.69
country,877,PRY,Paraguay,Water,rural,2.23,0.71,2.8,8.34,27.69
country,878,PRY,Paraguay,Educationsector,rural,2.72,1.21,3.85,6.42,9.85
country,879,PRY,Paraguay,Health,rural,156.66,55.71,163.57,711.8,1623.27
country,880,PRY,Paraguay,ICT,rural,10.28,1.95,10.69,55.5,214.69
country,881,PRY,Paraguay,Financialservices,rural,1.99,0.05,2.14,9.91,191.66
country,882,PRY,Paraguay,Othergoodsandservices,rural,99.92,42.87,122.06,323.64,1212.68
country,883,PRY,Paraguay,Appliances.,rural,34.69,16.7,47.46,82.83,102.91
country,884,PER,Peru,Alsectors,rural,1415.41,812.66,1858.33,4720.38,13173.6
country,885,PER,Peru,Foodandbeverages,rural,689.17,469.17,909.27,1430.49,1776.36
country,886,PER,Peru,Clothingandfootwear,rural,88.16,56.98,117.77,205.38,339.17
country,887,PER,Peru,Housing,rural,141.84,77.92,190.68,509.3,639.37
country,888,PER,Peru,Energy,rural,28.47,14.1,40.52,99.64,140.2
country,889,PER,Peru,Transport,rural,171.29,45.98,181.44,1443.51,8473.8
country,890,PER,Peru,Water,rural,2.01,0.54,3.27,9.0,12.11
country,891,PER,Peru,Educationsector,rural,20.19,12.79,27.09,49.87,66.41
country,892,PER,Peru,Health,rural,87.11,48.72,123.73,236.99,248.78
country,893,PER,Peru,ICT,rural,65.12,20.78,96.93,329.91,658.04
country,894,PER,Peru,Financialservices,rural,0.1,0.01,0.14,0.95,0.0
country,895,PER,Peru,Othergoodsandservices,rural,89.3,49.93,119.54,299.52,686.46
country,896,PER,Peru,Appliances.,rural,32.65,15.76,47.94,105.83,132.9
country,897,PHL,Philippines,Alsectors,rural,816.56,610.1,1760.94,4316.97,
country,898,PHL,Philippines,Foodandbeverages,rural,447.05,377.86,778.09,1175.67,
country,899,PHL,Philippines,Clothingandfootwear,rural,21.16,14.91,50.49,103.69,
country,900,PHL,Philippines,Housing,rural,92.56,58.04,246.9,786.67,
country,901,PHL,Philippines,Energy,rural,57.32,42.11,128.16,275.07,
country,902,PHL,Philippines,Transport,rural,54.87,28.22,167.57,788.16,
country,903,PHL,Philippines,Water,rural,3.77,2.19,11.01,30.24,
country,904,PHL,Philippines,Educationsector,rural,19.52,11.11,59.67,111.05,
country,905,PHL,Philippines,Health,rural,13.36,8.96,34.28,63.53,
country,906,PHL,Philippines,ICT,rural,16.85,8.15,55.74,191.88,
country,907,PHL,Philippines,Financialservices,rural,13.29,4.63,51.76,194.29,
country,908,PHL,Philippines,Othergoodsandservices,rural,50.4,33.71,121.89,481.7,
country,909,PHL,Philippines,Appliances.,rural,26.41,20.19,55.38,115.02,
country,910,ROU,Romania,Alsectors,rural,2831.27,971.12,2279.71,4639.19,13254.5
country,911,ROU,Romania,Foodandbeverages,rural,1465.37,727.16,1328.19,2022.47,2958.9
country,912,ROU,Romania,Clothingandfootwear,rural,157.54,26.45,114.75,292.03,1045.01
country,913,ROU,Romania,Housing,rural,30.3,0.86,11.21,74.85,718.0
country,914,ROU,Romania,Energy,rural,379.64,75.31,255.29,772.37,1908.23
country,915,ROU,Romania,Transport,rural,150.75,9.75,99.4,269.07,2847.6
country,916,ROU,Romania,Water,rural,0.0,0.0,0.0,0.0,0.0
country,917,ROU,Romania,Educationsector,rural,10.78,0.05,4.34,26.97,202.89
country,918,ROU,Romania,Health,rural,103.78,14.54,61.63,225.05,952.34
country,919,ROU,Romania,ICT,rural,117.08,22.67,91.43,206.36,479.51
country,920,ROU,Romania,Financialservices,rural,5.69,0.0,1.75,13.25,211.97
country,921,ROU,Romania,Othergoodsandservices,rural,360.9,82.26,271.18,655.45,1732.87
country,922,ROU,Romania,Appliances.,rural,49.46,12.08,40.55,81.31,197.18
country,923,RUS,Russian Federation,Alsectors,rural,4480.66,1006.56,2371.45,5354.79,16543.59
country,924,RUS,Russian Federation,Foodandbeverages,rural,2113.75,715.4,1415.22,2595.77,4742.98
country,925,RUS,Russian Federation,Clothingandfootwear,rural,423.72,65.02,221.32,563.39,1157.52
country,926,RUS,Russian Federation,Housing,rural,325.8,55.7,155.3,404.2,1233.56
country,927,RUS,Russian Federation,Energy,rural,147.59,25.15,67.1,159.51,770.48
country,928,RUS,Russian Federation,Transport,rural,488.08,45.05,156.49,473.12,3521.48
country,929,RUS,Russian Federation,Water,rural,8.96,2.48,5.97,11.44,17.17
country,930,RUS,Russian Federation,Educationsector,rural,67.35,5.39,29.15,101.76,139.09
country,931,RUS,Russian Federation,Health,rural,120.84,7.87,33.09,127.34,838.67
country,932,RUS,Russian Federation,ICT,rural,224.78,32.77,98.92,252.71,1126.01
country,933,RUS,Russian Federation,Financialservices,rural,41.13,2.6,13.94,50.52,207.67
country,934,RUS,Russian Federation,Othergoodsandservices,rural,458.0,44.31,158.4,559.7,2300.08
country,935,RUS,Russian Federation,Appliances.,rural,60.68,4.8,16.54,55.35,488.87
country,936,RWA,Rwanda,Alsectors,rural,293.79,273.95,1711.41,3939.78,
country,937,RWA,Rwanda,Foodandbeverages,rural,124.84,121.81,342.09,506.07,
country,938,RWA,Rwanda,Clothingandfootwear,rural,29.09,27.85,118.44,109.16,
country,939,RWA,Rwanda,Housing,rural,54.71,50.32,359.25,2537.29,
country,940,RWA,Rwanda,Energy,rural,11.64,11.15,46.83,50.91,
country,941,RWA,Rwanda,Transport,rural,18.07,14.49,276.56,156.05,
country,942,RWA,Rwanda,Water,rural,0.08,0.01,5.53,0.0,
country,943,RWA,Rwanda,Educationsector,rural,6.84,6.22,52.0,0.0,
country,944,RWA,Rwanda,Health,rural,5.18,5.02,16.65,6.48,
country,945,RWA,Rwanda,ICT,rural,4.09,2.42,123.84,174.58,
country,946,RWA,Rwanda,Financialservices,rural,0.23,0.19,3.22,0.0,
country,947,RWA,Rwanda,Othergoodsandservices,rural,28.52,24.6,310.7,322.43,
country,948,RWA,Rwanda,Appliances.,rural,10.5,9.86,56.3,76.8,
country,949,STP,Sao Tome and Principe,Alsectors,rural,3044.0,850.67,2217.52,5072.8,11681.82
country,950,STP,Sao Tome and Principe,Foodandbeverages,rural,2225.06,670.79,1733.63,3563.7,6533.86
country,951,STP,Sao Tome and Principe,Clothingandfootwear,rural,126.62,27.73,83.39,228.89,553.12
country,952,STP,Sao Tome and Principe,Housing,rural,9.48,1.57,4.52,19.22,72.67
country,953,STP,Sao Tome and Principe,Energy,rural,155.13,34.45,100.99,295.26,463.21
country,954,STP,Sao Tome and Principe,Transport,rural,202.88,18.74,98.27,380.62,2114.27
country,955,STP,Sao Tome and Principe,Water,rural,3.87,0.0,1.8,8.46,24.69
country,956,STP,Sao Tome and Principe,Educationsector,rural,11.8,3.48,8.96,20.07,23.78
country,957,STP,Sao Tome and Principe,Health,rural,85.88,40.44,60.62,149.34,200.03
country,958,STP,Sao Tome and Principe,ICT,rural,0.0,0.0,0.0,0.0,0.0
country,959,STP,Sao Tome and Principe,Financialservices,rural,0.0,0.0,0.0,0.0,0.0
country,960,STP,Sao Tome and Principe,Othergoodsandservices,rural,174.94,33.8,85.73,336.71,1537.92
country,961,STP,Sao Tome and Principe,Appliances.,rural,48.34,19.66,39.62,70.53,158.28
country,962,SEN,Senegal,Alsectors,rural,591.73,537.36,1520.7,3812.78,
country,963,SEN,Senegal,Foodandbeverages,rural,386.18,355.16,916.88,667.12,
country,964,SEN,Senegal,Clothingandfootwear,rural,36.99,33.23,101.3,96.31,
country,965,SEN,Senegal,Housing,rural,60.25,53.03,182.99,2042.55,
country,966,SEN,Senegal,Energy,rural,17.94,15.61,57.73,144.24,
country,967,SEN,Senegal,Transport,rural,15.94,13.61,55.87,0.0,
country,968,SEN,Senegal,Water,rural,4.93,4.53,11.68,0.51,
country,969,SEN,Senegal,Educationsector,rural,0.28,0.27,0.42,8.42,
country,970,SEN,Senegal,Health,rural,13.0,11.71,35.09,182.1,
country,971,SEN,Senegal,ICT,rural,7.11,6.02,25.66,31.9,
country,972,SEN,Senegal,Financialservices,rural,0.0,0.0,0.0,0.0,
country,973,SEN,Senegal,Othergoodsandservices,rural,37.34,33.8,97.65,552.22,
country,974,SEN,Senegal,Appliances.,rural,11.77,10.38,35.43,87.41,
country,975,SRB,Serbia,Alsectors,rural,4098.32,999.51,2542.04,5073.45,15734.94
country,976,SRB,Serbia,Foodandbeverages,rural,2058.94,655.87,1470.94,2552.36,4352.83
country,977,SRB,Serbia,Clothingandfootwear,rural,194.06,44.48,103.74,264.28,598.0
country,978,SRB,Serbia,Housing,rural,56.38,0.0,17.05,76.31,419.49
country,979,SRB,Serbia,Energy,rural,237.5,71.05,178.35,289.27,448.78
country,980,SRB,Serbia,Transport,rural,549.52,19.78,176.3,577.93,6924.43
country,981,SRB,Serbia,Water,rural,18.28,3.29,12.12,23.13,48.41
country,982,SRB,Serbia,Educationsector,rural,64.16,5.2,22.05,91.98,333.74
country,983,SRB,Serbia,Health,rural,159.37,17.73,98.67,207.01,453.66
country,984,SRB,Serbia,ICT,rural,134.24,8.75,75.55,181.07,396.1
country,985,SRB,Serbia,Financialservices,rural,31.02,0.0,8.61,48.75,120.97
country,986,SRB,Serbia,Othergoodsandservices,rural,466.56,134.99,282.59,607.12,1354.2
country,987,SRB,Serbia,Appliances.,rural,128.3,38.36,96.08,154.23,284.32
country,988,SLE,Sierra Leone,Alsectors,rural,1010.14,740.44,1720.18,4005.38,
country,989,SLE,Sierra Leone,Foodandbeverages,rural,656.46,487.72,1109.53,1922.07,
country,990,SLE,Sierra Leone,Clothingandfootwear,rural,81.98,60.07,138.28,421.54,
country,991,SLE,Sierra Leone,Housing,rural,52.97,41.0,83.51,254.76,
